run_accession,sample_accession,sample_alias,sample_description,first_public,country,scientific_name,fastq_bytes,base_count,read_count,library_name,library_strategy,library_source,library_layout,instrument_platform,instrument_model,study_title,fastq_url,info
SRR15902872,SAMN21439352,SAMN21439352,Vibrio cholerae,17 09 2021,USA,Vibrio cholerae,124324131;140926635,402642099,823253,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR159/072/SRR15902872/SRR15902872_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR159/072/SRR15902872/SRR15902872_2.fastq.gz']","124 MB, 141 MB files; 0.8 million reads; 402.6 million sequenced bases"
SRR23510631,SAMN33339993,SAMN33339993,Vibrio cholerae,27 02 2023,Haiti,Vibrio cholerae,103585155;96394955,246088948,544038,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/031/SRR23510631/SRR23510631_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/031/SRR23510631/SRR23510631_2.fastq.gz']","104 MB, 96 MB files; 0.5 million reads; 246.1 million sequenced bases"
SRR23510633,SAMN33339977,SAMN33339977,Vibrio cholerae,27 02 2023,Haiti,Vibrio cholerae,99368498;115643318,275348086,568562,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/033/SRR23510633/SRR23510633_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/033/SRR23510633/SRR23510633_2.fastq.gz']","99 MB, 116 MB files; 0.6 million reads; 275.3 million sequenced bases"
SRR23510634,SAMN33339935,SAMN33339935,Vibrio cholerae,27 02 2023,Haiti,Vibrio cholerae,236563621;242188068,583979524,1293443,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/034/SRR23510634/SRR23510634_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/034/SRR23510634/SRR23510634_2.fastq.gz']","237 MB, 242 MB files; 1.3 million reads; 584.0 million sequenced bases"
SRR23510635,SAMN33339976,SAMN33339976,Vibrio cholerae,27 02 2023,Haiti,Vibrio cholerae,35047576;35148893,194514341,419486,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/035/SRR23510635/SRR23510635_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/035/SRR23510635/SRR23510635_2.fastq.gz']","35 MB, 35 MB files; 0.4 million reads; 194.5 million sequenced bases"
SRR15904917,SAMN21442649,SAMN21442649,Vibrio cholerae,17 09 2021,USA,Vibrio cholerae,134186505;139903198,375643360,788137,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR159/017/SRR15904917/SRR15904917_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR159/017/SRR15904917/SRR15904917_2.fastq.gz']","134 MB, 140 MB files; 0.8 million reads; 375.6 million sequenced bases"
SRR23510637,SAMN33339933,SAMN33339933,Vibrio cholerae,27 02 2023,Haiti,Vibrio cholerae,148540240;147881349,361956015,802656,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/037/SRR23510637/SRR23510637_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/037/SRR23510637/SRR23510637_2.fastq.gz']","149 MB, 148 MB files; 0.8 million reads; 362.0 million sequenced bases"
SRR23510640,SAMN33339992,SAMN33339992,Vibrio cholerae,27 02 2023,Haiti,Vibrio cholerae,108929613;106153286,257926930,567966,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/040/SRR23510640/SRR23510640_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/040/SRR23510640/SRR23510640_2.fastq.gz']","109 MB, 106 MB files; 0.6 million reads; 257.9 million sequenced bases"
SRR23644599,SAMN33495215,SAMN33495215,Vibrio cholerae,1 03 2023,USA,Vibrio cholerae,99378868;99769362,551556812,1176751,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/099/SRR23644599/SRR23644599_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/099/SRR23644599/SRR23644599_2.fastq.gz']","99 MB, 100 MB files; 1.2 million reads; 551.6 million sequenced bases"
SRR23645620,SAMN33495217,SAMN33495217,Vibrio cholerae,1 03 2023,USA,Vibrio cholerae,56946456;57215139,316681107,665495,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/020/SRR23645620/SRR23645620_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/020/SRR23645620/SRR23645620_2.fastq.gz']","57 MB, 57 MB files; 0.7 million reads; 316.7 million sequenced bases"
SRR23694175,SAMN33577367,SAMN33577367,Vibrio cholerae,4 03 2023,USA,Vibrio cholerae,64103958;64179868,356880089,752737,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/075/SRR23694175/SRR23694175_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/075/SRR23694175/SRR23694175_2.fastq.gz']","64 MB, 64 MB files; 0.8 million reads; 356.9 million sequenced bases"
SRR23694176,SAMN33577368,SAMN33577368,Vibrio cholerae,4 03 2023,USA,Vibrio cholerae,93312054;93543695,519516230,1093474,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/076/SRR23694176/SRR23694176_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR236/076/SRR23694176/SRR23694176_2.fastq.gz']","93 MB, 94 MB files; 1.1 million reads; 519.5 million sequenced bases"
SRR24107116,SAMN34115748,SAMN34115748,Vibrio cholerae,9 04 2023,USA,Vibrio cholerae,129475568;139033972,389339279,1123237,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/016/SRR24107116/SRR24107116_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/016/SRR24107116/SRR24107116_2.fastq.gz']","129 MB, 139 MB files; 1.1 million reads; 389.3 million sequenced bases"
SRR24135113,SAMN34145397,SAMN34145397,Vibrio cholerae,14 04 2023,USA,Vibrio cholerae,76791925;94145658,245176557,498983,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/013/SRR24135113/SRR24135113_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR241/013/SRR24135113/SRR24135113_2.fastq.gz']","77 MB, 94 MB files; 0.5 million reads; 245.2 million sequenced bases"
SRR24326422,SAMN34409789,SAMN34409789,Vibrio cholerae,5 05 2023,USA,Vibrio cholerae,136064697;154645000,405766505,843088,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR243/022/SRR24326422/SRR24326422_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR243/022/SRR24326422/SRR24326422_2.fastq.gz']","136 MB, 155 MB files; 0.8 million reads; 405.8 million sequenced bases"
SRR16115431,SAMN21897401,SAMN21897401,Vibrio cholerae,3 10 2021,USA,Vibrio cholerae,68360618;75151744,196208308,661001,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/031/SRR16115431/SRR16115431_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/031/SRR16115431/SRR16115431_2.fastq.gz']","68 MB, 75 MB files; 0.7 million reads; 196.2 million sequenced bases"
SRR16153108,SAMN21974745,SAMN21974745,Vibrio cholerae,5 10 2021,USA,Vibrio cholerae,80816048;96865328,254969161,519930,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/008/SRR16153108/SRR16153108_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/008/SRR16153108/SRR16153108_2.fastq.gz']","81 MB, 97 MB files; 0.5 million reads; 255.0 million sequenced bases"
SRR16153110,SAMN21974742,SAMN21974742,Vibrio cholerae,5 10 2021,USA,Vibrio cholerae,109762848;133148173,330981682,673125,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/010/SRR16153110/SRR16153110_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR161/010/SRR16153110/SRR16153110_2.fastq.gz']","110 MB, 133 MB files; 0.7 million reads; 331.0 million sequenced bases"
SRR16301579,SAMN22231114,SAMN22231114,Vibrio cholerae,13 10 2021,USA,Vibrio cholerae,143786137;151445019,416860295,897238,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR163/079/SRR16301579/SRR16301579_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR163/079/SRR16301579/SRR16301579_2.fastq.gz']","144 MB, 151 MB files; 0.9 million reads; 416.9 million sequenced bases"
SRR16324057,SAMN22253525,SAMN22253525,Vibrio cholerae,15 10 2021,USA,Vibrio cholerae,96876292;105569554,334423989,695657,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR163/057/SRR16324057/SRR16324057_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR163/057/SRR16324057/SRR16324057_2.fastq.gz']","97 MB, 106 MB files; 0.7 million reads; 334.4 million sequenced bases"
SRR24510154,SAMN35042011,SAMN35042011,Vibrio cholerae,5 06 2023,USA,Vibrio cholerae,45514400;45562613,253947894,529437,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR245/054/SRR24510154/SRR24510154_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR245/054/SRR24510154/SRR24510154_2.fastq.gz']","46 MB, 46 MB files; 0.5 million reads; 253.9 million sequenced bases"
SRR24796108,SAMN35558169,SAMN35558169,Vibrio cholerae,5 06 2023,USA,Vibrio cholerae,103995541;104002579,509711858,1726160,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/008/SRR24796108/SRR24796108_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR247/008/SRR24796108/SRR24796108_2.fastq.gz']","104 MB, 104 MB files; 1.7 million reads; 509.7 million sequenced bases"
SRR16356812,SAMN22330419,SAMN22330419,Vibrio cholerae,16 10 2021,USA,Vibrio cholerae,106990587;122114720,343197674,708756,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR163/012/SRR16356812/SRR16356812_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR163/012/SRR16356812/SRR16356812_2.fastq.gz']","107 MB, 122 MB files; 0.7 million reads; 343.2 million sequenced bases"
SRR24967569,SAMN35798643,PNUSAV003923,Vibrio cholerae,2 07 2023,USA,Vibrio cholerae,40023718;40039566,210795943,428403,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/069/SRR24967569/SRR24967569_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/069/SRR24967569/SRR24967569_2.fastq.gz']","40 MB, 40 MB files; 0.4 million reads; 210.8 million sequenced bases"
SRR24979993,SAMN35820402,PNUSAV003835,Vibrio cholerae,2 07 2023,USA,Vibrio cholerae,44003120;44040554,229793223,485013,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/093/SRR24979993/SRR24979993_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/093/SRR24979993/SRR24979993_2.fastq.gz']","44 MB, 44 MB files; 0.5 million reads; 229.8 million sequenced bases"
SRR16948660,SAMN23166997,SAMN23166997,Vibrio cholerae,16 11 2021,USA,Vibrio cholerae,105441647;119793266,316170152,678133,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/060/SRR16948660/SRR16948660_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/060/SRR16948660/SRR16948660_2.fastq.gz']","105 MB, 120 MB files; 0.7 million reads; 316.2 million sequenced bases"
SRR17145007,SAMN23708126,SAMN23708126,Vibrio cholerae,7 12 2021,USA,Vibrio cholerae,162483830;188244610,503247726,1032259,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/007/SRR17145007/SRR17145007_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/007/SRR17145007/SRR17145007_2.fastq.gz']","162 MB, 188 MB files; 1.0 million reads; 503.2 million sequenced bases"
SRR25116275,SAMN36275081,SAMN36275081,Vibrio cholerae,4 07 2023,USA,Vibrio cholerae,78871283;78969208,421606285,857590,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/075/SRR25116275/SRR25116275_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/075/SRR25116275/SRR25116275_2.fastq.gz']","79 MB, 79 MB files; 0.9 million reads; 421.6 million sequenced bases"
SRR17791695,SAMN25338782,SAMN25338782,Vibrio cholerae,28 01 2022,USA,Vibrio cholerae,273282631;364635827,797469403,1641517,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR177/095/SRR17791695/SRR17791695_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR177/095/SRR17791695/SRR17791695_2.fastq.gz']","273 MB, 365 MB files; 1.6 million reads; 797.5 million sequenced bases"
SRR25304881,SAMN36503262,SAMN36503262,Vibrio cholerae,19 07 2023,USA,Vibrio cholerae,61004433;61248854,321436968,664822,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR253/081/SRR25304881/SRR25304881_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR253/081/SRR25304881/SRR25304881_2.fastq.gz']","61 MB, 61 MB files; 0.7 million reads; 321.4 million sequenced bases"
SRR25310150,SAMN36513827,SAMN36513827,Vibrio cholerae,19 07 2023,USA,Vibrio cholerae,46846524;46890436,247629337,503325,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR253/050/SRR25310150/SRR25310150_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR253/050/SRR25310150/SRR25310150_2.fastq.gz']","47 MB, 47 MB files; 0.5 million reads; 247.6 million sequenced bases"
SRR10841906,SAMN13746693,SAMN13746693,Vibrio cholerae,8 01 2020,USA,Vibrio cholerae,142083503;144539530,413984896,870437,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/006/SRR10841906/SRR10841906_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/006/SRR10841906/SRR10841906_2.fastq.gz']","142 MB, 145 MB files; 0.9 million reads; 414.0 million sequenced bases"
SRR25341994,SAMN36620638,PNUSAV003655,Vibrio cholerae,23 07 2023,USA,Vibrio cholerae,91112424;91141160,478412731,1007492,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR253/094/SRR25341994/SRR25341994_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR253/094/SRR25341994/SRR25341994_2.fastq.gz']","91 MB, 91 MB files; 1.0 million reads; 478.4 million sequenced bases"
SRR25342349,SAMN36620639,PNUSAV004151,Vibrio cholerae,23 07 2023,USA,Vibrio cholerae,48290234;48280132,245563166,832573,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR253/049/SRR25342349/SRR25342349_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR253/049/SRR25342349/SRR25342349_2.fastq.gz']","48 MB, 48 MB files; 0.8 million reads; 245.6 million sequenced bases"
SRR25373426,SAMN36660631,SAMN36660631,Vibrio cholerae,23 07 2023,USA,Vibrio cholerae,53203268;53330335,273212842,626380,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR253/026/SRR25373426/SRR25373426_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR253/026/SRR25373426/SRR25373426_2.fastq.gz']","53 MB, 53 MB files; 0.6 million reads; 273.2 million sequenced bases"
SRR25387086,SAMN36676627,SAMN36676627,Vibrio cholerae,22 07 2023,USA,Vibrio cholerae,75241675;75298613,395500850,818309,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR253/086/SRR25387086/SRR25387086_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR253/086/SRR25387086/SRR25387086_2.fastq.gz']","75 MB, 75 MB files; 0.8 million reads; 395.5 million sequenced bases"
SRR10852045,SAMN13763549,SAMN13763549,Vibrio cholerae,9 01 2020,USA,Vibrio cholerae,122209784;136084151,353024409,777906,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/045/SRR10852045/SRR10852045_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/045/SRR10852045/SRR10852045_2.fastq.gz']","122 MB, 136 MB files; 0.8 million reads; 353.0 million sequenced bases"
SRR10871352,SAMN13825948,SAMN13825948,Vibrio cholerae,11 01 2020,USA,Vibrio cholerae,142438386;156430807,409806701,849212,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/052/SRR10871352/SRR10871352_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/052/SRR10871352/SRR10871352_2.fastq.gz']","142 MB, 156 MB files; 0.8 million reads; 409.8 million sequenced bases"
SRR19537973,SAMN28860745,SAMN28860745,Vibrio cholerae,20 06 2022,USA,Vibrio cholerae,142124278;164328098,488658346,973423,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/073/SRR19537973/SRR19537973_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR195/073/SRR19537973/SRR19537973_2.fastq.gz']","142 MB, 164 MB files; 1.0 million reads; 488.7 million sequenced bases"
SRR10909490,SAMN13878423,SAMN13878423,Vibrio cholerae,19 01 2020,USA,Vibrio cholerae,196176681;207235920,492819609,1160587,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/090/SRR10909490/SRR10909490_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/090/SRR10909490/SRR10909490_2.fastq.gz']","196 MB, 207 MB files; 1.2 million reads; 492.8 million sequenced bases"
SRR20083133,SAMN29637373,SAMN29637373,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,267063580;304624228,806524667,1871923,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/033/SRR20083133/SRR20083133_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/033/SRR20083133/SRR20083133_2.fastq.gz']","267 MB, 305 MB files; 1.9 million reads; 806.5 million sequenced bases"
SRR11006166,SAMN13976774,SAMN13976774,Vibrio cholerae,8 02 2020,USA,Vibrio cholerae,114410305;124944204,333849740,734451,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/066/SRR11006166/SRR11006166_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/066/SRR11006166/SRR11006166_2.fastq.gz']","114 MB, 125 MB files; 0.7 million reads; 333.8 million sequenced bases"
SRR20083136,SAMN29637375,SAMN29637375,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,86376148;95957530,244708111,578473,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/036/SRR20083136/SRR20083136_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/036/SRR20083136/SRR20083136_2.fastq.gz']","86 MB, 96 MB files; 0.6 million reads; 244.7 million sequenced bases"
SRR20083139,SAMN29637371,SAMN29637371,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,139864371;153909807,400708783,1082373,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/039/SRR20083139/SRR20083139_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/039/SRR20083139/SRR20083139_2.fastq.gz']","140 MB, 154 MB files; 1.1 million reads; 400.7 million sequenced bases"
SRR11088744,SAMN14112343,SAMN14112343,Vibrio cholerae,18 02 2020,USA,Vibrio cholerae,462359757;523356373,1232946971,2560333,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/044/SRR11088744/SRR11088744_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/044/SRR11088744/SRR11088744_2.fastq.gz']","462 MB, 523 MB files; 2.6 million reads; 1232.9 million sequenced bases"
SRR20083147,SAMN29637379,SAMN29637379,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,81933684;98184772,273274149,561218,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/047/SRR20083147/SRR20083147_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/047/SRR20083147/SRR20083147_2.fastq.gz']","82 MB, 98 MB files; 0.6 million reads; 273.3 million sequenced bases"
SRR20083153,SAMN29637380,SAMN29637380,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,89662799;105668051,278836223,603442,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/053/SRR20083153/SRR20083153_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/053/SRR20083153/SRR20083153_2.fastq.gz']","90 MB, 106 MB files; 0.6 million reads; 278.8 million sequenced bases"
SRR20083157,SAMN29637415,SAMN29637415,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,88294490;92742929,263697441,559950,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/057/SRR20083157/SRR20083157_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/057/SRR20083157/SRR20083157_2.fastq.gz']","88 MB, 93 MB files; 0.6 million reads; 263.7 million sequenced bases"
